,OBJECTID,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,SERVICEREQUESTID,PRIORITY,STREETADDRESS,XCOORD,YCOORD,LATITUDE,LONGITUDE,CITY,STATE,ZIPCODE,MARADDRESSREPOSITORYID,WARD,DETAILS,GIS_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED
463,10455031,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:13:35,2022-10-21 15:07:35,2022-10-24 13:13:35,2022-10-21 13:13:35,,,,Closed,,22-00508466,Standard,2334 GEORGIA AVENUE NW,398067.55,139192.42,38.92060102,-77.02228409,WASHINGTON,DC,20001,310276.0,1,,,{EB8C4459-2309-6178-E053-792F520AB54C},,,,
464,10455041,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:15:11,2022-10-21 17:02:31,2022-10-24 13:15:11,2022-10-21 13:15:11,,,,Closed,,22-00508473,Standard,1801 16TH STREET NW,396874.36,138501.6,38.91437479,-77.03604024,WASHINGTON,DC,20009,242208.0,2,,,{EB8C79F9-C061-0A77-E053-792F520A9B4E},,,,
465,10455043,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:17:51,2022-10-24 16:48:23,2022-10-24 13:17:51,2022-10-21 13:17:51,,,,Closed,,22-00508477,Standard,151 Q STREET NE,399635.22,138115.47,38.91090155,-77.0042059,WASHINGTON,DC,20002,307165.0,5,,,{EB8C79F9-C063-0A77-E053-792F520A9B4E},,,,
466,10455056,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:28:23,2022-10-21 16:52:49,2022-10-24 13:28:23,2022-10-21 13:28:23,,,,Closed,,22-00508507,Standard,2005 BELMONT ROAD NW,395908.46,139209.18,38.92074493,-77.04718179,WASHINGTON,DC,20009,235238.0,1,,,{EB8C79F9-C070-0A77-E053-792F520A9B4E},,,,
467,10455065,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:29:53,2022-10-21 17:01:05,2022-10-24 13:29:53,2022-10-21 13:29:53,,,,Closed,,22-00508514,Standard,1406 T STREET NW,397165.16,138607.33,38.91532789,-77.03268761,WASHINGTON,DC,20009,307742.0,2,,,{EB8CAF9D-4834-3D4E-E053-792F520AF2DE},,,,
468,10455069,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:31:25,2022-10-21 16:36:40,2022-10-24 13:31:25,2022-10-21 13:31:25,,,,Closed,,22-00508522,Standard,907 MARYLAND AVENUE NE,400565.22,136430.05,38.89571892,-76.99348443,WASHINGTON,DC,20002,81944.0,6,,,{EB8CAF9D-4838-3D4E-E053-792F520AF2DE},,,,
469,10455070,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:31:50,2022-10-21 16:59:37,2022-10-24 13:31:50,2022-10-21 13:31:50,,,,Closed,,22-00508526,Standard,1312 T STREET NW,397366.18,138616.15,38.9154083,-77.03036975,WASHINGTON,DC,20009,240440.0,1,,,{EB8CAF9D-4839-3D4E-E053-792F520AF2DE},,,,
470,10455071,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:32:27,2022-10-21 15:05:26,2022-10-24 13:32:27,2022-10-21 13:32:27,,,,Closed,,22-00508527,Standard,13TH STREET NW AND CLIFTON STREET NW,397424.11999555,139395.30702108,38.92242704,-77.02970458,WASHINGTON,DC,20009,901164.0,1,,,{EB8CAF9D-483A-3D4E-E053-792F520AF2DE},,,,
471,10455072,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:33:12,2022-10-21 16:36:25,2022-10-24 13:33:12,2022-10-21 13:33:12,,,,Closed,,22-00508531,Standard,555 NEW JERSEY AVENUE NW,399024.7,136577.65,38.89704819,-77.01124298,WASHINGTON,DC,20001,218676.0,6,,,{EB8CAF9D-483B-3D4E-E053-792F520AF2DE},,,,
472,10455074,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:34:37,2022-10-21 16:52:12,2022-10-24 13:34:37,2022-10-21 13:34:37,,,,Closed,,22-00508537,Standard,1375 KENYON STREET NW,397238.28,140219.43,38.92985077,-77.03185097,WASHINGTON,DC,20010,297618.0,1,,,{EB8CAF9D-483D-3D4E-E053-792F520AF2DE},,,,
473,10455077,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:35:46,2022-10-24 16:49:17,2022-10-24 13:35:46,2022-10-21 13:35:46,,,,Closed,,22-00508543,Standard,400 - 599 BLOCK OF INDEPENDENCE AVENUE SW,398369.83999999,135525.440007,38.88756819,-77.01878952,WASHINGTON,DC,20024,816763.0,Null,,,{EB8CAF9D-4840-3D4E-E053-792F520AF2DE},,,,
474,10455080,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:37:07,2022-10-21 15:29:46,2022-10-24 13:37:07,2022-10-21 13:37:07,,,,Closed,,22-00508546,Standard,4102 BRANDYWINE STREET NW,392972.15,142409.35,38.94955444,-77.08107474,WASHINGTON,DC,20016,309364.0,3,,,{EB8CAF9D-4843-3D4E-E053-792F520AF2DE},,,,
475,10455088,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:41:43,2022-10-21 15:22:44,2022-10-24 13:41:43,2022-10-21 13:41:43,,,,Closed,,22-00508564,Standard,100 - 199 BLOCK OF 14TH STREET SW,397227.18,135583.380007,38.88808727,-77.03196027,WASHINGTON,DC,20004,808291.0,2,,,{EB8CAF9D-484B-3D4E-E053-792F520AF2DE},,,,
476,10455089,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:42:24,2022-10-21 17:23:07,2022-10-24 13:42:24,2022-10-21 13:42:24,,,,Closed,,22-00508565,Standard,4420 B STREET SE,405281.76,135551.39,38.88778794,-76.93912127,WASHINGTON,DC,20019,21858.0,7,,,{EB8CAF9D-484C-3D4E-E053-792F520AF2DE},,,,
477,10455099,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:45:38,2022-10-21 15:22:28,2022-10-24 13:45:37,2022-10-21 13:45:38,,,,Closed,,22-00508575,Standard,2130 H STREET NW,395804.88,136821.25,38.89923282,-77.04836163,WASHINGTON,DC,20052,279557.0,2,,,{EB8CE541-E470-1B64-E053-792F520A0D49},,,,
478,10455101,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:46:38,2022-10-21 15:22:08,2022-10-24 13:46:38,2022-10-21 13:46:38,,,,Closed,,22-00508579,Standard,1000 - 1099 BLOCK OF 16TH STREET NW,396830.42999999,137253.62000701,38.90313206,-77.03654102,WASHINGTON,DC,20006,808977.0,2,,,{EB8CE541-E472-1B64-E053-792F520A0D49},,,,
479,10455103,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:48:43,2022-10-21 15:29:01,2022-10-24 13:48:43,2022-10-21 13:48:43,,,,Closed,,22-00508585,Standard,3016 TILDEN STREET NW,394586.26,141412.17,38.94058299,-77.06244617,WASHINGTON,DC,20008,221314.0,3,,,{EB8CE541-E474-1B64-E053-792F520A0D49},,,,
480,10455108,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:51:20,2022-10-21 15:21:49,2022-10-24 13:51:20,2022-10-21 13:51:20,,,,Closed,,22-00508593,Standard,M STREET NW AND CONNECTICUT AVENUE NW,396432.90626663,137534.83389935,38.90566381,-77.04112541,WASHINGTON,DC,20036,906262.0,2,,,{EB8CE541-E479-1B64-E053-792F520A0D49},,,,
481,10455111,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:52:52,2022-10-21 16:35:25,2022-10-24 13:52:52,2022-10-21 13:52:52,,,,Closed,,22-00508600,Standard,600 - 699 BLOCK OF C STREET SE,400232.63385416,135355.69712205,38.88604056,-76.99731868,WASHINGTON,DC,20003,810257.0,6,,,{EB8CE541-E47C-1B64-E053-792F520A0D49},,,,
482,10455118,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:54:15,2022-10-21 15:21:28,2022-10-24 13:54:15,2022-10-21 13:54:15,,,,Closed,,22-00508609,Standard,400 - 499 BLOCK OF 11TH STREET NW,397653.66,136398.680007,38.89543304,-77.02704733,WASHINGTON,DC,20004,815063.0,2,,,{EB8CE541-E483-1B64-E053-792F520A0D49},,,,
483,10455119,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:54:51,2022-10-21 16:54:42,2022-10-24 13:54:50,2022-10-21 13:54:51,,,,Closed,,22-00508611,Standard,900 - 999 BLOCK OF 19TH STREET NW,396230.33999999,137120.450007,38.90193005,-77.04345854,WASHINGTON,DC,20006,805431.0,2,,,{EB8CE541-E484-1B64-E053-792F520A0D49},,,,
484,10455093,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:58:53,2022-10-21 16:23:26,2022-10-24 13:58:53,2022-10-21 13:58:53,,,,Closed,,22-00508625,Standard,1800 ADAMS STREET NE,401843.87,139171.9,38.92041669,-76.97873743,WASHINGTON,DC,20018,56130.0,5,,,{EB8CE541-E46A-1B64-E053-792F520A0D49},,,,
485,10455126,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:59:26,2022-10-21 16:56:04,2022-10-24 13:59:26,2022-10-21 13:59:26,,,,Closed,,22-00508626,Medium,500 - 699 BLOCK OF COLUMBIA ROAD NW,398159.17999999,140047.560007,38.92830459,-77.02122975,WASHINGTON,DC,20001,811591.0,1,,,{EB8D1AE8-7D84-628B-E053-792F520AE65F},,,,
486,10455127,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 13:59:29,2022-10-21 16:51:13,2022-10-24 13:59:29,2022-10-21 13:59:29,,,,Closed,,22-00508627,Standard,3325 HOLMEAD PLACE NW,397343.88,140429.96,38.93174762,-77.0306339,WASHINGTON,DC,20010,230911.0,1,,,{EB8D1AE8-7D85-628B-E053-792F520AE65F},,,,
487,10455130,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:00:41,2022-10-21 17:27:48,2022-10-24 14:00:41,2022-10-21 14:00:41,,,,Closed,,22-00508632,Standard,809 NEW JERSEY AVENUE SE,399406.06,134735.96,38.88045756,-77.00684518,WASHINGTON,DC,20003,319606.0,6,,,{EB8D1AE8-7D88-628B-E053-792F520AE65F},,,,
488,10455266,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:17:22,2022-10-21 17:21:28,2022-10-24 14:17:22,2022-10-21 14:17:22,,,,Closed,,22-00508689,Standard,13 RIDGE SQUARE NW,393242.22,141441.73,38.94083963,-77.07794963,WASHINGTON,DC,20016,334725.0,3,,,{EB8D5092-869D-1F8B-E053-782F520A8A9A},,,,
489,10455268,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:18:21,2022-10-21 15:19:55,2022-10-24 14:18:21,2022-10-21 14:18:21,,,,Closed,,22-00508692,Standard,1301 NEW YORK AVENUE NW,397398.25,136969.32,38.90057319,-77.02999372,WASHINGTON,DC,20530,279022.0,2,,,{EB8D5092-869F-1F8B-E053-782F520A8A9A},,,,
490,10455271,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:20:01,2022-10-24 16:50:10,2022-10-24 14:20:01,2022-10-21 14:20:01,,,,Closed,,22-00508699,Standard,61 N STREET NW,398999.94,137732.1,38.90744752,-77.01153009,WASHINGTON,DC,20001,236999.0,5,,,{EB8D5092-86A2-1F8B-E053-782F520A8A9A},,,,
491,10455279,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:22:39,2022-10-21 16:19:51,2022-10-24 14:22:39,2022-10-21 14:22:39,,,,Closed,,22-00508713,Standard,2040 WEST VIRGINIA AVENUE NE,401555.2,138489.25,38.91426772,-76.98206777,WASHINGTON,DC,20002,52163.0,5,,,{EB8D5092-86AA-1F8B-E053-782F520A8A9A},,,,
492,10455282,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:24:19,2022-10-21 17:28:59,2022-10-24 14:24:19,2022-10-21 14:24:19,,,,Closed,,22-00508718,Standard,3215 11TH PLACE SE,400717.57,130630.64,38.84347503,-76.99173426,WASHINGTON,DC,20032,38378.0,8,,,{EB8D5092-86AD-1F8B-E053-782F520A8A9A},,,,
493,10455284,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:25:13,2022-10-21 16:56:28,2022-10-24 14:25:13,2022-10-21 14:25:13,,,,Closed,,22-00508721,Standard,716 HARVARD STREET NW,397972.33,139896.53,38.92694399,-77.0233842,WASHINGTON,DC,20001,232581.0,1,,,{EB8D5092-86AF-1F8B-E053-782F520A8A9A},,,,
494,10455285,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:25:15,2022-10-21 16:44:59,2022-10-24 14:25:15,2022-10-21 14:25:15,,,,Closed,,22-00508722,Standard,1401 R STREET NW,397204.89,138322.58,38.91276323,-77.03222833,WASHINGTON,DC,20009,309676.0,2,,,{EB8D5092-86B0-1F8B-E053-782F520A8A9A},,,,
495,10455287,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:26:09,2022-10-21 16:46:20,2022-10-24 14:26:09,2022-10-21 14:26:09,,,,Closed,,22-00508726,Standard,2226 WISCONSIN AVENUE NW,393793.35,139108.9,38.91982919,-77.07157136,WASHINGTON,DC,20007,275326.0,3,,,{EB8D5092-86B2-1F8B-E053-782F520A8A9A},,,,
496,10455288,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:26:19,2022-10-21 16:56:29,2022-10-24 14:26:19,2022-10-21 14:26:19,,,,Closed (Duplicate),,22-00508727,Standard,716 HARVARD STREET NW,397972.33,139896.53,38.92694399,-77.0233842,WASHINGTON,DC,20001,232581.0,1,,,{EB8D5092-86B3-1F8B-E053-782F520A8A9A},,,,
497,10455291,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:28:13,2022-10-24 17:02:21,2022-10-24 14:28:13,2022-10-21 14:28:13,,,,Closed,,22-00508735,Standard,350 FLORIDA AVENUE NE,399907.84,137766.55,38.90775843,-77.00106255,WASHINGTON,DC,20002,315607.0,5,,,{EB8D5092-86B6-1F8B-E053-782F520A8A9A},,,,
498,10455292,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:29:08,2022-10-21 17:03:55,2022-10-24 14:29:08,2022-10-21 14:29:08,,,,Closed,,22-00508737,Standard,141 D STREET SE,399617.85,135225.24,38.8848653,-77.00440456,WASHINGTON,DC,20003,64743.0,6,,,{EB8D5092-86B7-1F8B-E053-782F520A8A9A},,,,
499,10455299,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:31:02,2022-10-21 16:33:18,2022-10-24 14:31:02,2022-10-21 14:31:02,,,,Closed,,22-00508742,Standard,307 K STREET NW,398660.57,137211.83,38.9027603,-77.0154418,WASHINGTON,DC,20001,312744.0,6,,,{EB8D863B-95EB-15AC-E053-782F520AC1D3},,,,
500,10455305,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:35:55,2022-10-21 16:18:04,2022-10-24 14:35:55,2022-10-21 14:35:55,,,,Closed,,22-00508753,Standard,1645 - 1799 BLOCK OF WEBSTER STREET NE,401677.69999999,141815.53000701,38.94423132,-76.98064715,WASHINGTON,DC,20017,802480.0,5,,,{EB8D863B-95F1-15AC-E053-782F520AC1D3},,,,
501,10455156,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:46:59,2022-10-21 16:17:30,2022-10-24 14:46:59,2022-10-21 14:46:59,,,,Closed,,22-00508779,Standard,1348 4TH STREET NE,400104.19,138022.87,38.91006744,-76.99879871,WASHINGTON,DC,20002,286090.0,5,,,{EB8DBBDB-2339-0EEA-E053-792F520A7E65},,,,
502,10455159,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:48:40,2022-10-21 17:03:14,2022-10-24 14:48:40,2022-10-21 14:48:40,,,,Closed,,22-00508785,Standard,1425 D STREET SE,401343.04,135120.26,38.88391899,-76.98452067,WASHINGTON,DC,20003,63994.0,6,,,{EB8DBBDB-233C-0EEA-E053-792F520A7E65},,,,
503,10455161,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:49:36,2022-10-24 17:03:00,2022-10-24 14:49:35,2022-10-21 14:49:36,,,,Closed,,22-00508788,Standard,1300 4TH STREET NE,400060.99,137938.64,38.90930867,-76.9992968,WASHINGTON,DC,20002,314063.0,5,,,{EB8DBBDB-233E-0EEA-E053-792F520A7E65},,,,
504,10455162,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:49:54,2022-10-21 15:01:58,2022-10-24 14:49:54,2022-10-21 14:49:54,,,,Closed,,22-00508789,Standard,1444 W STREET NW,397052.28,139002.96,38.91889182,-77.03399089,WASHINGTON,DC,20009,239973.0,1,,,{EB8DBBDB-233F-0EEA-E053-792F520A7E65},,,,
505,10455167,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:51:52,2022-10-21 16:13:57,2022-10-24 14:51:52,2022-10-21 14:51:52,,,,Closed,,22-00508797,Standard,11 UNDERWOOD PLACE NE,399262.43,144552.28,38.96888631,-77.00851107,WASHINGTON,DC,20012,74515.0,4,,,{EB8DBBDB-2344-0EEA-E053-792F520A7E65},,,,
506,10455178,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 14:58:27,2022-10-24 16:53:09,2022-10-24 14:58:27,2022-10-21 14:58:27,,,,Closed,,22-00508821,Standard,1500 - 1535 BLOCK OF 45TH STREET NE,405418.46999999,138092.570007,38.91067863,-76.93752548,WASHINGTON,DC,20019,809881.0,7,,,{EB8DBBDB-234F-0EEA-E053-792F520A7E65},,,,
507,10455197,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 15:07:53,2022-10-21 16:51:14,2022-10-24 15:07:53,2022-10-21 15:07:53,,,,Closed (Duplicate),,22-00508847,Standard,3325 HOLMEAD PLACE NW,397343.88,140429.96,38.93174762,-77.0306339,WASHINGTON,DC,20010,230911.0,1,,,{EB8DF17F-3CAF-798C-E053-792F520A80A8},,,,
508,10455318,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 15:17:15,2022-10-21 15:33:33,2022-10-24 15:17:15,2022-10-21 15:17:15,,,,Canceled,,22-00508870,Standard,215 CONSTITUTION AVENUE NE,399749.88,135987.96,38.89173622,-77.0028831,WASHINGTON,DC,20002,286686.0,6,,,{EB8E2726-E381-3C13-E053-782F520A37C4},,,,
509,10455345,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 15:19:51,2022-10-21 16:16:47,2022-10-24 15:19:51,2022-10-21 15:19:51,,,,Closed (Transferred),,22-00509091,Standard,1312 ALLISON STREET NE,401036.2,141949.14,38.94543624,-76.98804687,WASHINGTON,DC,20017,68387.0,5,,,{EB8EFDC7-B631-6D8D-E053-782F520A88A2},,,,
510,10455327,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 15:24:08,2022-10-21 16:32:14,2022-10-24 15:24:07,2022-10-21 15:24:08,,,,Closed,,22-00508891,Standard,601 INDEPENDENCE AVENUE SE,400162.22,135511.55,38.88744489,-76.99813023,WASHINGTON,DC,20003,304835.0,6,,,{EB8E2726-E38A-3C13-E053-782F520A37C4},,,,
511,10455328,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 15:25:08,2022-10-21 17:12:27,2022-10-24 15:25:08,2022-10-21 15:25:08,,,,Closed,,22-00508894,Standard,1307 NEW YORK AVENUE NW,397361.84,136965.05,38.90053461,-77.03041345,WASHINGTON,DC,20005,240650.0,2,,,{EB8E2726-E38B-3C13-E053-782F520A37C4},,,,
512,10455226,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 15:46:24,2022-10-21 16:31:52,2022-10-24 15:46:24,2022-10-21 15:46:24,,,,Closed,,22-00508967,Standard,2121 1ST STREET SW,398917.32,132923.93,38.8641336,-77.01247507,WASHINGTON,DC,20024,319997.0,6,,,{EB8E9269-0989-2FEA-E053-792F520A1F3B},,,,
513,10455235,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 15:49:32,2022-10-21 16:31:28,2022-10-24 15:49:32,2022-10-21 15:49:32,,,,Closed,,22-00508981,Standard,1212 PENNSYLVANIA AVENUE SE,400903.5,134942.18,38.88231534,-76.98958686,WASHINGTON,DC,20003,71538.0,6,,,{EB8E9269-0992-2FEA-E053-792F520A1F3B},,,,
514,10455236,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 15:50:12,2022-10-21 17:12:13,2022-10-24 15:50:12,2022-10-21 15:50:12,,,,Closed,,22-00508985,Standard,1400 9TH STREET NW,397904.83,137882.65,38.90880214,-77.0241565,WASHINGTON,DC,20001,225413.0,2,,,{EB8E9269-0993-2FEA-E053-792F520A1F3B},,,,
515,10455243,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 15:52:59,2022-10-21 16:12:53,2022-10-24 15:52:58,2022-10-21 15:52:59,,,,Closed,,22-00508996,Standard,716 QUACKENBOS STREET NW,397993.48,143965.03,38.96359423,-77.02315219,WASHINGTON,DC,20011,250450.0,4,,,{EB8E9269-099A-2FEA-E053-792F520A1F3B},,,,
516,10455245,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 15:54:53,2022-10-21 16:30:55,2022-10-24 15:54:53,2022-10-21 15:54:53,,,,Closed,,22-00509003,Standard,1220 PENNSYLVANIA AVENUE SE,400929.03,134929.53,38.88220102,-76.98929263,WASHINGTON,DC,20003,314729.0,6,,,{EB8E9269-099C-2FEA-E053-792F520A1F3B},,,,
517,10455246,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 15:55:41,2022-10-21 16:30:15,2022-10-24 15:55:41,2022-10-21 15:55:41,,,,Closed,,22-00509005,Standard,616 3RD STREET NE,399801.22,136666.94,38.89785307,-77.00229151,WASHINGTON,DC,20002,4223.0,6,,,{EB8E9269-099D-2FEA-E053-792F520A1F3B},,,,
518,10455247,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 15:55:46,2022-10-21 17:01:33,2022-10-24 15:55:46,2022-10-21 15:55:46,,,,Closed,,22-00509006,Standard,1100 4TH STREET SW,398511.05,134420.39,38.87761406,-77.01715952,WASHINGTON,DC,20024,307170.0,6,,,{EB8E9269-099E-2FEA-E053-792F520A1F3B},,,,
519,10455248,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 15:56:32,2022-10-21 17:35:24,2022-10-24 15:56:32,2022-10-21 15:56:32,,,,Closed,,22-00509010,Standard,1309 5TH STREET NE,400203.8,137872.89,38.90871669,-76.99765027,WASHINGTON,DC,20002,301991.0,5,,,{EB8E9269-099F-2FEA-E053-792F520A1F3B},,,,
520,10455581,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 16:03:26,2022-10-21 16:47:57,2022-10-24 16:03:26,2022-10-21 16:03:26,,,,Closed,,22-00509039,Standard,236 VARNUM STREET NE,399801.44,141682.92,38.94303864,-77.00229042,WASHINGTON,DC,20011,48099.0,5,,,{EB8EC80F-6618-3665-E053-792F520ABE61},,,,
521,10455583,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 16:04:47,2022-10-21 17:02:32,2022-10-24 16:04:47,2022-10-21 16:04:47,,,,Closed,,22-00509044,Standard,50 HAWAII AVENUE NE,399447.16,141997.23,38.94586988,-77.00637735,WASHINGTON,DC,20011,288391.0,5,,,{EB8EC80F-661A-3665-E053-792F520ABE61},,,,
522,10455585,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 16:05:16,2022-10-21 17:01:34,2022-10-24 16:05:16,2022-10-21 16:05:16,,,,Closed (Duplicate),,22-00509046,Standard,1100 4TH STREET SW,398511.05,134420.39,38.87761406,-77.01715952,WASHINGTON,DC,20024,307170.0,6,,,{EB8EC80F-661C-3665-E053-792F520ABE61},,,,
523,10455590,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 16:05:37,2022-10-21 17:11:56,2022-10-24 16:05:37,2022-10-21 16:05:37,,,,Closed,,22-00509051,Standard,1304 G STREET NW,397381.73,136696.63,38.89811665,-77.03018313,WASHINGTON,DC,20005,279026.0,2,,,{EB8EC80F-6621-3665-E053-792F520ABE61},,,,
524,10455395,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 16:09:03,2022-10-21 16:43:12,2022-10-24 16:09:03,2022-10-21 16:09:03,,,,Closed (Transferred),,22-00509193,Standard,4338 MARTIN LUTHER KING JR AVENUE SW,398929.65,128751.47,38.82654658,-77.01232651,WASHINGTON,DC,20032,23099.0,8,,,{EB8F3364-B97F-2233-E053-782F520AE28E},,,,
525,10455343,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 16:15:45,2022-10-24 17:03:37,2022-10-24 16:15:45,2022-10-21 16:15:45,,,,Closed,,22-00509088,Standard,1200 UPSHUR STREET NE,400869.6,141562.34,38.94195201,-76.98996918,WASHINGTON,DC,20017,72304.0,5,,,{EB8EFDC7-B62F-6D8D-E053-782F520A88A2},,,,
526,10455349,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 16:18:40,2022-10-24 16:54:15,2022-10-24 16:18:40,2022-10-21 16:18:40,,,,Closed,,22-00509096,Standard,620 T STREET NW,398170.46,138601.72,38.91528002,-77.02109581,WASHINGTON,DC,20001,238442.0,1,,,{EB8EFDC7-B635-6D8D-E053-782F520A88A2},,,,
527,10455353,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-21 16:20:16,2022-10-21 16:48:40,2022-10-24 16:20:16,2022-10-21 16:20:16,,,,Closed,,22-00509103,Standard,1436 K STREET SE,401361.4,134524.56,38.87855267,-76.98431024,WASHINGTON,DC,20003,63369.0,6,,,{EB8EFDC7-B639-6D8D-E053-782F520A88A2},,,,
